ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER
64755-20030216,1318941,59290,1
75769-20090316,1950155,47064,1
20908-20090416,1955666,29143,1
52930-20020216,1207291,38527,1
19722-20020216,1204276,28856,1
14483-20020516,1237562,27524,12
1046298-20020216,1216435,204056,1
2099153-20110607,2099153,362737,1
1354730-20050216,1567779,262607,1
1819422-20070430,1819422,316904,1
1622767-20070216,1793981,296003,1
1244588-20050216,1565467,246228,1
1380256-20040816,1511665,265270,1
1991707-20090831,1991707,214878,2
2124691-20120705,2124691,66610,165
1140305-20050216,1563703,212892,1
1619170-20050805,1619170,285888,2
2079403-20130216,2225391,359557,1
83760-20041116,1532651,68545,1
5777-20021116,1284334,25255,1
1193981-20060216,1665347,220107,1
82331-20070216,1776582,21735,2
11914-20101216,2061100,5928,2
16033-20001116,1072709,6811,1
30007-20030216,1317471,53499,1
1332641-20080416,1889534,22540,2
39988-20020816,1256915,34103,1
19114-20080516,1895720,28679,1
69301-20030216,1309788,21147,1
46198-20051116,1626265,16634,2
1621253-20060816,1729584,209689,2
1621690-20071116,1865129,295467,1
1273541-20040216,1465291,251693,1
2049081-20100806,2049081,355426,1
1447131-20070216,1790128,270895,1
22423-20020216,1210387,52430,1
1168645-20040216,1463167,217913,1
31594-20020216,1205318,31920,1
1889121-20080916,1920380,327440,1
1166594-20111216,2121732,9399,2
1242671-20110516,2085494,34061,2
27380-20020216,1210588,53124,1
1476135-20050816,1613418,273000,1
1488039-20080416,1890955,274485,1
1820478-20110516,2103309,317310,1
1645665-20051013,1645665,296509,1
1224414-20030216,1326240,242793,1
22041-20160216,2439222,85855,1
29429-20040216,1459292,63700,1
1979723-20090715,1979723,344351,2
1717880-20090916,1983866,305390,1
1822994-20100216,2011822,296006,1
22694-20100116,2004970,9344,1
1932400-20110216,2072991,337104,1
1142449-20030216,1323674,211713,1
1887572-20080125,1887572,326666,1
1518979-20040901,1518979,281145,1
26951-20030216,1308011,11204,3
1354125-20030425,1354125,262261,1
17979-20110416,2080921,51933,1
76736-20060216,1654589,22671,2
52811-20090516,1960890,38474,1
86797-20100316,2015412,82083,1
1517023-20040811,1517023,280291,1
1305620-20021220,1305620,256680,1
2113401-20130916,2276786,365451,1
1379933-20060216,1668463,265100,1
1354274-20030429,1354274,262339,1
1577369-20070216,1792621,287908,1
74416-20070516,1807521,22232,53
7169-20120716,2153809,3771,1
1145709-20040216,1462914,216171,1
1817285-20070816,1840578,314747,1
25747-20050216,1554904,30373,1
41218-20060816,1724119,34447,1
1197714-20071116,1858269,86252,3
1331485-20100116,2006342,257906,1
2125223-20111205,2125223,285544,8
1969783-20120716,2155865,341151,2
2041770-20100616,2041770,354251,1
1576672-20060216,1661881,65406,44
1223998-20040216,1464014,230327,1
2089460-20110414,2089460,361422,1
1822132-20070530,1822132,318008,1
1143856-20060516,1686688,31516,26
1595713-20120516,2145054,288914,1
17491-20040216,1457330,51872,1
1542379-20041028,1542379,282189,1
1069025-20040216,1461571,205052,1
1597177-20070216,1793336,292253,1
1741013-20060816,1741013,6041,3
1045341-20100516,2024259,203562,1
55397-20110116,2066294,39491,1
1696676-20070216,1795706,303609,1
2008893-20131216,2292324,349300,1
75200-20030216,1319705,64380,1
1489243-20110416,2080597,28043,2
1194931-20060216,1658700,44876,2
1121668-20050216,1554911,30402,3
1305118-20030816,1377866,256458,1
53700-20070216,1782311,57222,1
37491-20020216,1211086,54600,1
1442896-20040216,1469498,268795,1
2014313-20110616,2091985,321473,2
39027-20040516,1482178,15753,2
1446571-20031128,1446571,270603,1
40725-20020216,1215075,85772,2
1698915-20080316,1886627,211482,3
2120331-20111005,2120331,366606,1
2088492-20110329,2088492,360913,1
19475-20080516,1895289,7943,1
1224480-20090516,1960507,15051,4
22619-20020216,1199812,9321,1
38754-20060516,1688079,54791,2
2189469-20120926,2189469,336667,18
1355888-20111016,2111743,262266,1
1943526-20120316,2134937,1613,18
1575230-20120116,2127657,279592,1
1576183-20050208,1576183,287434,1
2120380-20110928,2120380,366622,1
1248927-20020801,1248927,248596,1
1140598-20020216,1218600,213229,1
2146725-20120326,2146725,370792,1
36145-20071116,1857934,85298,4
19303-20021116,1289757,52064,1
1121571-20030216,1318769,58434,1
1301294-20031116,1439564,254685,1
1426028-20050216,1568732,268168,1
1357470-20040216,1468212,264029,1
52943-20030216,1318424,57087,1
2053977-20121116,2187408,293759,4
1044544-20050216,1562702,203093,1
1118839-20050216,1563179,208981,1
2152855-20120502,2152855,371948,1
1488019-20080316,1886167,60318,2
1476783-20040217,1476783,19387,3
1166144-20070516,1812459,216645,1
1333625-20040216,1466736,258828,1
2109524-20110915,2109524,320562,51
52934-20010216,1244567,38530,1
43133-19991116,200103,55479,2
20591-20020216,1227378,29087,1
1681257-20060309,1681257,301865,1
2098383-20110527,2098383,358912,1
1947769-20081223,1947769,339661,1
1904767-20100516,2025711,331311,1
2158288-20120611,2158288,49154,2
1356004-20030519,1356004,263202,1
2196193-20121025,2196193,376475,1
1303703-20050816,1603250,31561,10
1249280-20031116,1438909,248804,1
21357-20050216,1558464,52330,1
27328-20030216,1312356,30742,1
1799377-20140416,2310178,49250,2
16010-20070216,1777835,27942,1
26186-20020816,1260878,52974,2
2021198-20110816,2101659,313533,2
1516887-20040811,1516887,280229,1
1999066-20091013,1999066,347996,1
1698552-20110616,2091691,302045,2
2048381-20100720,2048381,355126,1
45840-20060816,1724315,35978,1
2189407-20120927,2189407,22211,4
1617166-20050715,1617166,283390,1
37547-20030216,1317810,54614,1
1221511-20020109,1221511,222986,1
2152183-20120503,2152183,371549,1
16838-20070216,1777888,28150,1
1335026-20030224,1335026,259421,1
53211-20040216,1458411,57134,1
1974861-20110616,2092410,343935,1
2103323-20110628,2103323,363324,1
1548290-20160416,2449262,285879,1
1300591-20030613,1300591,28024,2
1739681-20060726,1739681,85761,3
1442810-20040216,1469486,268760,1
2124642-20111020,2124642,367173,1
54507-20071116,1858295,86301,2
1477489-20060216,1665587,222896,2
1301830-20021118,1301830,255106,1
1442540-20091116,1995330,268684,1
1874450-20110116,2067935,324130,1
1223592-20020419,1223592,230160,1
2054836-20100901,2054836,211155,2
1959802-20090816,1979094,341470,1
1595622-20061116,1751074,44931,2
2074100-20110103,2074100,358943,1
1845231-20110216,2071715,257771,3
2059724-20110121,2059724,257295,1
2026654-20120416,2140983,351765,1
14936-20130316,2227074,85330,1
70800-20040516,1486335,89288,2
1802181-20070220,1802181,314497,1
1442744-20031008,1442744,268721,1
7242-20110616,2120719,25596,1
16818-20021116,1289700,51789,1
1543536-20070216,1790618,273767,1
1619218-20060216,1674105,294436,1
1336970-20040216,1454439,32808,2
1909443-20080606,1909443,332276,1
1352439-20040216,1467458,261447,1
77745-20041116,1532262,65281,1
54982-20050216,1552140,18081,1
1985357-20110816,2102102,345710,1
1544818-20110716,2096557,283484,1
1822197-20070530,1822197,81606,2
1224346-20050516,1588954,242760,1
57904-20110816,2100391,40458,1
1594555-20050503,1594555,290814,1
1579897-20050322,1579897,289171,1
1334072-20030220,1334072,53881,3
1822359-20110316,2075552,27808,3
35998-20030216,1317713,54337,1
71099-20010816,1149530,21551,1
38664-20041116,1527465,33751,1
1621321-20070216,1793848,295295,1
1985677-20090727,1985677,296895,3
1247831-20050216,1646402,247971,1
1224186-20040216,1464024,230404,1
1542302-20121116,2186571,65776,3
1841770-20070806,1841770,319946,1
1997737-20100816,2041430,347384,1
2623-20101016,2050369,2749,1
42694-20020216,1206256,34844,1
73209-20040216,1451834,22018,2
81821-20020216,1214249,67948,1
1122605-20030216,1323520,210874,1
86117-20070216,1783869,66748,2
1331616-20040116,1331616,203021,2
1353625-20040216,1467632,262011,1
1908332-20121116,2186337,48132,6
66537-20020216,1201923,20518,2
61406-20030216,1307395,6661,2
1124277-20071216,1871623,65524,9
2114532-20110901,2114532,365977,1
1591908-20051116,1643116,286591,2
1679279-20070208,1679279,67440,12
1479799-20050216,1570260,274347,1
1335708-20040216,1466217,256971,1
1242751-20070216,1787457,245306,1
1476329-20040325,1476329,33100,2
1222364-20030216,1325896,223358,1
2083979-20130316,2228796,358432,2
39202-20021116,1286571,33884,1
1475033-20040312,1475033,17061,3
1476592-20040211,1476592,273128,1
1171840-20060216,1665269,219346,1
2353828-20140819,2353828,392821,1
32268-20020216,1200363,14501,1
1475433-20110516,2086484,272748,1
76379-20020216,1202507,22593,2
1649439-20051206,1649439,298795,1
1596088-20050519,1596088,217394,2
1299530-20050216,1566318,253886,1
1908739-20120616,2149262,87243,2
1354073-20100316,2015906,262233,1
1771121-20070216,1797643,312061,1
85501-20020216,1214613,81617,1
2153656-20120514,2153656,372350,1
14831-20050216,1558294,51557,1
1676724-20070216,1782406,57701,3
1868157-20080116,1868157,212036,41
1915515-20080630,1915515,333689,1
2157893-20120605,2157893,372630,2
1719206-20100516,2025176,306072,1
2153298-20140516,2319453,372184,1
1649407-20051205,1649407,298774,1
72162-20060516,1687544,45711,1
1798263-20070307,1798263,313017,1
1477802-20050216,1569966,273506,1
1616512-20061116,1757139,246544,2
1868937-20071003,1868937,323021,1
19412-20040216,1455790,39916,1
1616642-20080416,1890693,245145,2
2138285-20120217,2138285,360074,3
1403251-20030822,1403251,267087,1
1070467-20090816,1977435,206115,1
1353693-20041116,1538307,262058,1
1355330-20030516,1355330,57135,2
24338-20070216,1774670,9843,1
1547611-20070216,1792191,285510,1
2138184-20151116,2426247,315028,2
1577948-20130516,2243290,288172,1
1879603-20080117,1879603,203355,2
2158651-20120614,2158651,373217,1
30046-20020216,1205171,31482,1
1676982-20060202,1676982,300112,1
1932542-20130116,2201277,337197,1
1249954-20040216,1451182,18343,2
30158-20110116,2066151,31512,1
2088195-20150416,2383877,360786,1
1617702-20120516,2144771,260563,2
32293-20060516,1683466,4280,1
51840-20030216,1308943,17533,1
1617330-20070516,1815088,293576,1
25919-20020216,1204816,30422,1
1593765-20110216,2072202,290412,1
1250102-20060216,1651875,6887,2
1170963-20110316,2076901,218945,1
3859-20060816,1722551,24770,1
59934-20070216,1782554,58459,1
34850-20121016,2180928,54171,1
1992008-20090904,1992008,347030,1
31775-20020216,1210776,53737,1
1224550-20050216,1679308,19213,3
2088831-20110404,2088831,361057,1
1495281-20040617,1495281,278183,1
65756-20050216,1552557,20383,2
1196270-20110416,2081321,63414,87
1493602-20050216,1571042,277264,1
1597773-20111016,2112096,292617,1
54991-20030816,1365729,39336,1
1122502-20020216,1217972,210826,1
2125617-20111109,2125617,367622,1
72085-20071116,1856772,60744,1
1820957-20080216,1883060,317509,1
1932888-20120216,2133297,337385,1
1698339-20091016,1989790,304318,1
1477716-20040220,1477716,248078,2
58754-20040816,1502687,40814,1
1739713-20080716,1906885,251565,2
1122606-20020216,1217995,210877,1
2078838-20110121,2078838,359309,1
1357798-20030725,1357798,264200,1
39792-20111016,2110094,3604,1
1091990-20060216,1663909,206326,1
1799525-20081016,1925832,313502,1
1221002-20040216,1451942,22501,3
1802505-20070222,1802505,314596,1
8208-20110716,2095091,25821,1
1477715-20120516,2144670,248078,2
1960148-20130316,2228611,341635,1
2027090-20160416,2447817,21692,2
1444106-20031023,1444106,269324,1
1490413-20040415,1490413,275675,1
6657-20091116,1993375,25433,1
1514138-20110816,2101203,278958,1
1577842-20050225,1577842,288111,1
1301415-20120416,2140025,254895,1
62195-20090516,1961210,58823,1
80558-20080716,1906127,48847,1
1243175-20040816,1506935,85801,7
1224481-20050216,1551349,15051,5
64998-20030216,1320923,82010,3
15716-20050216,1554214,27857,5
47260-20030816,1368772,56128,1
1818737-20101116,2058413,313547,1
20260-20040816,1419083,85802,2
1270811-20051116,1637045,221751,2
8961-20120516,2144000,50840,1
1299907-20040216,1465733,254097,1
15106-20070616,1818750,5041,8
1619010-20050727,1619010,294342,1
1475784-20070216,1784215,81964,4
59164-20051116,1626711,18803,1
1043750-20050216,1555027,30902,2
1383964-20030819,1383964,266900,1
1144501-20090316,1949022,3350,50
58967-20020216,1212122,58240,1
16374-20020216,1203974,28021,1
1354100-20140416,2311009,262244,1
16913-20041116,1527285,32988,2
11410-20040816,1500502,26735,1
1948895-20120316,2136359,290539,1
38687-20020216,1205932,33758,1
24398-20020216,1199894,9852,2
1273708-20050216,1565997,251485,1
2003372-20091027,2003372,57389,4
1577560-20060216,1672341,287999,1
1893206-20091216,2000042,32891,2
2148076-20120413,2148076,371415,1
1045696-20020216,1216379,203772,1
1576679-20070216,1783927,67323,4
1649625-20051207,1649625,298889,1
1938147-20121116,2188097,338318,1
2134125-20121218,2134125,44583,2
1845930-20071126,1845930,308993,2
1044544-20040216,1542312,203093,1
2027277-20100402,2027277,352084,1
1869856-20091016,1988562,66523,4
16283-20120216,2131444,51706,1
1904719-20080507,1904719,331287,1
39116-20020816,1263211,64142,1
1332389-20030128,1332389,258285,1
1798463-20070105,1798463,257715,2
2152410-20120424,2152410,371697,1
2088680-20110331,2088680,360992,1
12654-20010516,1128936,8011,5
63028-20020216,1208227,42283,1
1250267-20020701,1250267,250231,1
1914208-20100816,2039760,258109,3
85515-20040216,1460290,81628,1
1797898-20070816,1840078,309161,1
53089-20090416,1956156,57116,1
54451-20020216,1211870,57353,1
2021810-20120216,2133533,351076,1
1737129-20110416,2082586,306110,1
1358658-20070216,1789384,263905,1
1276776-20110316,2075464,23146,3
14570-20070216,1781307,51524,1
1679068-20060214,1679068,300914,1
5643-20110616,2090096,25208,3
60168-20020216,1212178,58510,1
54622-20020216,1199677,8403,2
32989-20070216,1778843,32271,1
1741522-20060817,1741522,308223,1
1974971-20091029,1974971,343944,1
1272052-20030216,1328359,250996,1
2152338-20120625,2152338,371659,1
2026983-20100329,2026983,351946,1
85923-20060216,1662175,66610,82
1678370-20080916,1918676,253963,5
19433-20060216,1652079,7937,2
32037-20140316,2305770,53779,1
1577239-20050413,1577239,65406,81
1646456-20110916,2106659,296818,1
1598038-20060216,1672684,289267,1
2179904-20120810,2179904,374817,1
2172562-20120713,2172562,374002,1
2137630-20120131,2137630,369389,1
6059-20060216,1659313,50551,2
1648356-20120916,2174810,298020,1
48041-,222416,56249,1
1597799-20060216,1673594,292638,1
1403544-20130516,2242908,267208,1
1478120-20040226,1478120,273635,1
1356004-20060216,1668219,263202,1
1816300-20111016,2110460,24768,2
1519535-20070216,1791758,281399,1
77250-20070216,1783903,67126,1
1986047-20100826,1986047,345995,1
1927477-20111116,2118950,336503,1
2148000-20120413,2148000,371365,1
1118655-20080516,1895361,11096,3
2147398-20120430,2147398,370575,1
73820-20120516,2143630,22134,2
1575251-20090722,1575251,209134,1
1717762-20060605,1717762,305342,1
1226041-20040216,1458457,57312,3
51883-20070216,1775914,17540,1
53959-20160416,2448282,57264,1
1248989-20020621,1248989,248594,1
1998297-20091117,1998297,51754,1
1545385-20041108,1545385,284148,1
1301415-20030127,1301415,254895,1
2146278-20120319,2146278,325096,2
82213-20050216,1561256,68115,1
64813-19990216,280691,20247,2
16500-20020216,1203991,28055,1
1226744-20090516,1961770,243727,1
31802-20050216,1555308,31971,1
1242720-20030216,1333736,65406,1
1166897-20100616,2028957,50546,1
1272898-20060816,1730970,251425,1
85402-20071116,1857589,66292,2
1479385-20040409,1479385,274153,2
1474987-20080816,1912677,272601,1
1741842-20071116,1865397,297275,2
2177780-20120727,2177780,374388,1
1423645-20030918,1423645,268025,1
1143299-20050216,1563902,214790,1
1447974-20031217,1447974,243736,2
1954938-20101216,2063686,340968,1
1593776-20050428,1593776,290415,1
1194676-20040216,1463504,220505,1
53098-20070216,1782285,57118,1
1594086-20050427,1594086,290558,1
56383-20110416,2080433,18309,1
17687-20090416,1955635,28398,1
1649861-20060201,1649861,299005,1
2138091-20120207,2138091,366421,1
1800410-20070131,1800410,313887,1
14648-20060216,1651430,4850,3
1357553-20050216,1565549,246828,2
1335069-20050216,1578924,259443,1
1646995-20051025,1646995,58649,2
1381266-20050216,1568311,265740,1
2129215-20111121,2129215,349809,3
17326-20040216,1457321,51842,1
1226744-20050216,1565229,243727,1
1354522-20030501,1354522,262480,1
61111-20041116,1543161,19275,2
16694-20010216,1103205,28112,1
1273219-20030216,1328528,251562,1
1578207-20050302,1578207,288312,1
1878845-20140416,2311965,324741,1
1250192-20090116,1940272,64981,9
2108269-20130816,2268675,364473,1
1969723-20090504,1969723,343166,1
10440-20110216,2070636,26414,1
1479870-20040408,1479870,209195,2
2179144-20120801,2179144,374499,1
1300396-20110516,2085566,41567,4
1120868-20020216,1217728,210068,1
1447896-20080416,1890923,271226,1
1122339-20020216,1203973,28020,2
2043283-20100709,2043283,354898,1
35548-20110516,2085478,32863,1
1330820-20050216,1554577,29087,10
2177086-20140816,2339732,374119,1
1649986-20121016,2181582,275548,1
34595-20100416,2018263,14876,1
1675342-20080416,1891251,299411,1
1444044-20041116,1539574,269294,1
84908-20070516,1810916,65886,2
13094-20110816,2100128,27187,1
1718406-20070216,1796295,305708,1
1717177-20060524,1717177,304992,1
47476-20020216,1200890,16831,1
1492532-20070816,1836539,276698,1
2089188-20131116,2286610,244084,3
1357553-20040216,1464682,246828,2
1679527-20070216,1795009,301102,1
1477965-20040227,1477965,273580,1
1903609-20100516,2025614,330715,1
1336964-20060216,1667810,260450,1
45443-20090416,1955381,16551,1
1620416-20060216,1672249,287697,1
1145445-20050216,1770894,216024,1
1358620-20040216,1468404,264622,1
1145337-20100516,2023441,30854,2
1544065-20041022,1544065,283392,1
1226655-20020308,1226655,243684,1
1245733-20050216,1565554,246863,1
35106-20110916,2105459,54208,1
1354316-20050216,1555658,33257,2
20944-20051116,1624862,8658,2
66955-20060216,1658614,43823,1
2146689-20140316,2306453,263600,3
18364-20080716,1905882,28562,1
1516847-20060216,1660846,58501,4
1274263-20030216,1328637,252014,1
1335619-20030228,1335619,259713,1
1355379-20060216,1667842,260616,2
21358-20050216,1558463,52330,1
1738771-20070216,1796609,306957,1
1443997-20050816,1613013,269262,1
2084217-20110816,2100752,85614,7
1276754-20030216,1328914,253084,1
1985723-20120616,2148255,6754,4
2125671-20111109,2125671,367661,1
58409-20120216,2130945,18670,1
1381715-20030724,1381715,265936,1
2048257-20100716,2048257,355081,1
24655-20030216,1319513,63495,1
26862-20101016,2051402,63599,1
84991-20040816,1506121,65948,7
1247022-20030216,1323187,209467,1
2133944-20160116,2436621,368641,1
1598142-20070216,1793436,292833,1
2109082-20130816,2268908,365024,1
1880013-20110316,2078000,325377,1
1488879-20040330,1488879,274876,1
1801131-20110216,2072615,314136,1
25714-20120916,2173566,52898,1
2153565-20120511,2153565,372306,1
1070118-20021116,1289837,52447,2
2102921-20110622,2102921,363179,1
35839-20020216,1210975,54312,2
1139506-20051116,1636349,212392,1
1332169-20030411,1332169,50785,3
1545675-20041110,1545675,284288,1
78457-20070216,1776832,23098,1
1873429-20101116,2058625,323747,1
1740346-20131216,2291532,274887,2
1244516-20070216,1777234,25415,2
1142175-20020216,1210220,51980,3
1248585-20080316,1886732,248419,1
62718-20110116,2066661,87112,2
41705-20030216,1313509,34558,1
54419-20040216,1451115,17977,2
6085-20030216,1319308,62753,1
1091957-20050216,1562932,206305,1
1334490-20030224,1334490,215902,2
44279-20020216,1206464,35387,1
83641-20020216,1214422,68508,1
1249400-20040816,1509834,249701,1
60779-20030216,1309306,19141,2
1578367-20140216,2300611,51240,3
8176-20110216,2070622,25816,1
1303482-20021119,1303482,255834,1
1999173-20100216,2013040,345974,2
52781-20020216,1207284,38464,1
57711-20030816,1365878,40372,1
1043617-20060216,1663681,202505,1
1742193-20070216,1796956,308548,1
2104427-20110713,2104427,364108,1
2124609-20151116,2426891,367163,1
79606-20020216,1214149,67537,1
23393-20050216,1554747,29729,1
1495812-20050216,1562899,205930,2
72851-20030216,1309987,21943,2
60396-20110316,2076047,58553,1
1271813-20020805,1271813,250880,1
2157479-20120529,2157479,372725,1
9082-20040816,1497031,4222,1
2121244-20111129,2121244,366977,1
30457-20040216,1454098,31580,1
1142018-20030216,1324110,214077,2
60779-20090416,1955462,19141,2
28670-20021116,1293766,86787,1
1243060-20020503,1243060,245487,1
2055180-20110916,2104928,21267,3
19775-20060216,1659625,52123,1
1594338-20050426,1594338,290698,1
1717458-20120516,2145227,305167,1
28669-20030216,1317417,53323,2
74960-20040216,1513855,22347,1
82183-20070216,1784016,68110,1
1717425-20070216,1787560,246456,2
35106-20021116,1290172,54208,1
1798618-20131116,2287365,313183,1
1224657-20030216,1326267,242858,1
1875090-20111216,2123687,324359,2
1227954-20030216,1326806,244921,1
30976-20051116,1629135,31739,1
1546547-20150416,2381925,246662,2
1092291-20040216,1461687,206553,1
1275295-20021023,1275295,252401,1
1225636-20040216,1464157,243228,1
17813-20030216,1311612,28428,1
1250092-20020722,1250092,57260,1
2108293-20110630,2108293,354850,13
31635-20070216,1775138,14385,1
1937338-20130516,2241832,43971,2
2042611-20100628,2042611,354569,1
1618455-20070216,1793649,294077,1
1542454-20050216,1556881,39954,2
2121298-20111013,2121298,366997,1
2049456-20100805,2049456,355607,1
24453-20060216,1656304,30050,1
1477775-20050216,1619569,12447,2
58838-20020816,1258327,40855,1
1095043-20050216,1563101,207950,1
1593761-20050419,1593761,290409,1
22063-20021116,1285515,29432,1
2074581-20110824,2074581,359190,1
1334205-20040216,1451910,22393,3
85161-20040216,1459720,66081,2
1473652-20041116,1532327,65465,11
1358214-20060216,1668384,264423,1
17683-20030216,1307502,7146,1
69346-20060216,1661022,60232,1
1170851-20020216,1211642,56607,2
19852-20020216,1204289,28892,1
45194-20020816,1265289,217992,1
84202-,1221256,65525,2
1844459-20070807,1844459,320983,1
1868743-20071023,1868743,212268,3
2113666-20130916,2276843,365558,1
1353028-20070216,1789121,261705,1
32777-20050216,1555380,32212,1
1954320-20091216,2002339,340726,5
1336978-20030317,1336978,260459,1
1122339-20030216,1311465,28020,2
2196391-20121024,2196391,376585,1
2141522-20120224,2141522,370031,1
14275-20020516,1241692,85659,56
44111-20050516,1584551,35336,1
1043396-20020216,1216125,202329,1
1143762-20020216,1228562,65406,1
81252-20040216,1476258,65406,1
1799445-20070321,1799445,313479,1
71683-20030216,1309924,21659,2
1426090-20040816,1512280,268198,1
22660-20050216,1554707,29583,1
1742148-20060825,1742148,282034,2
1140525-20020216,1218587,213144,1
2109111-20130816,2268916,365054,1
1677993-20090316,1951756,262974,2
2196817-20121101,2196817,376800,1
1331901-20030127,1331901,258091,1
44348-20040216,1454991,35412,1
1578110-20050301,1578110,288250,1
1094604-20050216,1556269,36075,2
2133841-20120328,2133841,366249,1
1903465-20080529,1903465,301176,2
19091-20050516,1587974,88710,3
24839-20020816,1260816,52764,1
2093471-20110428,2093471,361721,1
2202469-20121127,2202469,377292,1
1354887-20101216,2062500,262682,1
1141304-20050216,1562550,201168,3
2083430-20110216,2083430,359854,1
1403624-20030827,1403624,267238,1
2163374-20120627,2163374,373514,1
51403-20080316,1886099,56846,1
1884999-20080116,1884999,326403,1
1695132-20070216,1778831,32212,2
1997944-20091008,1997944,254404,2
1816895-20070402,1816895,315853,1
1443105-20040216,1469525,268870,1
1902882-20080417,1902882,330384,1
37440-20060216,1657125,33412,1
1618013-20120116,2127800,293888,1
73852-20030216,1310034,22139,1
74323-20040816,1499601,22229,2
2137179-20120123,2137179,369183,1
1353144-20050216,1567636,261766,1
1675719-20070216,1785970,211366,2
1474509-20050216,1569577,272396,1
1330824-20050216,1554578,29087,9
2121094-20111007,2121094,336556,4
1473283-20050216,1569401,271863,1
63814-20040216,1456159,42572,1
1275112-20021028,1275112,43868,2
75150-20030216,1494224,22394,2
21456-20040216,1453648,29824,1
1271935-20110216,2071558,244037,2
1222957-20020130,1222957,229899,1
1142449-20040216,1462355,211713,1
2134388-20120109,2134388,332305,2
1616642-20070216,1787447,245145,2
2142243-20120816,2159041,18722,5
28742-20030216,1308083,11569,1
1801501-20140416,2311491,287762,2
57846-20020216,1212059,58012,1
1404164-20100316,2015937,267500,1
1893370-20080311,1893370,328864,1
2069123-20101208,2069123,358208,1
2088497-20110501,2093056,360916,1
2069879-20121216,2195896,358565,1
2138590-20120216,2138590,9839,2
1225409-20030816,1367908,52371,3
1494021-20040628,1494021,277465,1
2037246-20100603,2037246,353881,1
1718332-20060609,1718332,305649,1
2089313-20110412,2089313,361326,1
1357323-20030604,1357323,263932,1
1333581-20060216,1667550,258816,1
55384-20110316,2076146,63142,25
1576900-20060216,1661888,65406,52
1515033-20080216,1881461,86047,4
61448-20040216,1458723,58708,1
1579247-20160116,2435844,288854,1
2133824-20111221,2133824,368576,1
2108756-20110728,2108756,364782,1
77099-20040216,1456651,47559,1
12555-20040216,1460516,85627,1
1489478-20070216,1773073,2702,2
1224481-20060216,1653036,15051,5
2097950-20150616,2395712,362213,1
20767-20060216,1659652,52257,1
2093030-20110420,2093030,361559,1
1145699-20031116,1437202,216161,1
13711-20021116,1289610,51440,1
1869876-20071017,1869876,263203,2
2184918-20120906,2184918,375434,1
1904912-20120516,2145556,331382,1
1379875-20040216,1468539,265056,1
22466-20050216,1558490,52437,1
1380043-20071116,1861722,263666,1
1143938-,1143938,215157,1
1892549-20100316,2016464,328314,1
1121571-20070216,1782553,58434,1
1489725-20050216,1570529,275307,1
1045912-20040516,1483890,39957,2
1820907-20070515,1820907,317490,1
45142-20120116,2126770,35696,1
1649471-20090116,1940683,219884,3
1916391-20080715,1916391,334247,1
52724-20040216,1451018,17693,2
83434-20060216,1663418,88954,2
2120217-20131016,2282774,366551,1
49543-20080316,1886093,56481,1
1383932-20050816,1612739,266881,1
1922425-20080811,1922425,335702,1
1494923-20040707,1494923,277960,1
1228371-20080416,1889540,23043,3
1122525-20130116,2200295,210837,1
1244516-20050216,1553578,25415,2
1221190-20020402,1221190,222682,1
43906-20040216,1454959,35269,1
1516562-20060216,1670903,280098,1
1356262-20050216,1549648,4602,2
1943464-20111016,2112783,339354,1
1985098-20110816,2102076,345554,1
2037959-20100615,2037959,6428,9
1904804-20110316,2075597,30067,3
1475094-20070216,1784050,68312,4
1742020-20060823,1742020,308443,1
50620-20060216,1660495,56692,1
1948833-20090115,1948833,340155,1
1548290-20080416,1891057,285879,1
1965110-20090415,1965110,215895,19
1300019-20040216,1465742,254142,1
1305760-20050216,1566717,256745,1
1491090-20040825,1491090,276043,5
1333200-20050216,1563223,209404,2
1478805-20110416,2080747,35492,1
1356028-20050816,1612289,262678,1
1821979-20070626,1821979,317915,1
13832-20060216,1662785,85649,1
2196002-20121016,2196002,302495,3
1883930-20100916,2046803,325350,1
2017087-20100126,2017087,350398,1
1939115-20101216,2063531,338832,1
1383648-20060216,1668648,266780,1
1969218-20110516,2086257,223259,2
53918-20040216,1458444,57255,3
1914439-20080702,1914439,333110,1
2088241-20110324,2088241,360801,1
1616808-20120916,2174739,293324,1
4869-20091216,1999369,3291,1
1520694-20050516,1591055,281935,1
1249816-20050816,1611135,249962,1
1358226-20060216,1668385,264430,1
1938574-20121116,2188107,338579,1
1426012-20090516,1962004,268161,1
1716701-20070216,1787987,252101,2
1228575-20060216,1666057,245233,1
1488663-20051116,1636963,220325,4
45271-20030216,1318127,55836,1
2147500-20120405,2147500,371160,1
2158639-20120717,2158639,373162,1
1817701-20080316,1886882,272063,2
1768032-20061017,1768032,256570,2
1804624-20070323,1804624,315451,1
1518653-20070516,1814295,281009,1
2141284-20120221,2141284,369909,1
39763-20100316,2014598,5560,1
14307-20060516,1686207,27477,10
1878570-20100816,2040778,324613,1
1959098-20110316,2078406,341181,1
1142098-20020216,1218824,214101,1
84211-20011116,1188716,81424,1
1228119-20020322,1228119,244971,1
1332321-20030128,1332321,258255,1
24530-20080516,1896102,52722,1
2152682-20120508,2152682,371867,1
2002706-20111116,2119343,348156,1
29212-20050216,1555107,31211,1
1336518-20140516,2317182,260213,1
44970-20050216,1556151,35636,2
1921579-20091204,1921579,334777,1
1804601-20070323,1804601,315445,1
